4.845992935319553337e-05,-1.471302216833432173e-05,-3.251532356177657041e-05,1.315998916210206627e-05,1.405666630271145005e-06,-1.475685839941304088e-05,-4.431856276226447137e-08,-1.517364611601721073e-05,-2.414939748621461095e-08,2.373198891622382683e-09,-3.030400581467162937e-06,1.119851726046783615e-06,3.537167716449407711e-06,2.516838086314564368e-13,2.786092764779818239e-06,-5.240152328649721178e-07,1.468333116335867510e-07,-2.376714230716191892e-05
-1.471305135544942344e-05,3.018766719836910895e+01,9.899699908405829092e-06,-4.352474211608169642e-06,-5.320037297784060468e-07,-3.018765756544459222e+01,7.130384745004491883e-09,4.495095072240848182e-06,5.531291044611080599e-09,-1.228761864908767706e-09,1.099618673075069671e-06,-4.283877872133876164e-07,-1.137401419698177779e-06,-8.917058926250403209e-14,-9.326853160713476746e-07,1.954599243557070858e-07,-2.604344870172402912e-08,7.353550255121362734e-06
-3.251532356177501865e-05,9.899681030652461287e-06,2.209836950409562278e-05,-8.875432610839902728e-06,-9.894549632891762141e-07,9.929176667708092342e-06,5.145683702395549443e-08,9.162049315069041621e-06,1.459998327681927714e-08,-1.958786977667916675e-09,2.173042582094564748e-06,-8.322711509100662969e-07,-2.510635071329865971e-06,-1.911590208811512092e-13,-1.919402327072510116e-06,3.749464160772591207e-07,-1.070520518599972342e-07,1.715869608643018614e-05
1.315998916210100409e-05,-4.352466745942759748e-06,-8.875432610839604572e-06,3.951705397500102432e-06,4.896381654630243102e-07,-4.365434478288271232e-06,-5.568957926554566361e-09,-3.944627267647294337e-06,-3.990450216769339159e-09,1.086269612898340295e-09,-1.014470679114499405e-06,3.994774280789145277e-07,1.034507907281537018e-06,7.976245580654321502e-14,8.487918927458842431e-07,-1.804738939854760497e-07,1.840795714640046123e-08,-6.668585658770521572e-06
1.405666630266820055e-06,-5.320029156860538446e-07,-9.894549632862924905e-07,4.896381654618972270e-07,1.510101595218272044e-06,-5.335879254885654202e-07,-5.194758915680287588e-09,-1.552750382878856121e-07,2.637626744523418646e-08,-3.624781303313836876e-09,-1.268578032447392376e-06,5.240578005709919068e-07,1.766902875255299568e-07,4.592268168949276231e-15,5.576591958659259875e-07,-4.255968978043212773e-07,-6.926715593938962363e-09,-1.036011566117128709e-06
-1.475682921233184420e-05,-3.018765756546349976e+01,9.929157789954431464e-06,-4.365427012623018040e-06,-5.335871113987541051e-07,3.018766722705032279e+01,7.151538958486478079e-09,4.508466863595946845e-06,5.547717790840043092e-09,-1.232418151335501297e-09,1.102890124513882631e-06,-4.296628995993684858e-07,-1.140786449522332207e-06,-8.943635112147664278e-14,-9.354597857805176745e-07,1.960414599969860477e-07,-2.612102264575707718e-08,7.375431709866843645e-06
-4.431856276212857552e-08,7.130327699419411251e-09,5.145683702386584129e-08,-5.568957926519107609e-09,-5.194758915682355540e-09,7.151596003991804439e-09,2.775798700053922528e-09,-7.035866233366531602e-08,-2.934141139916790877e-10,-6.780379179041696967e-11,1.674152050451900975e-08,-9.606553678663582121e-09,-1.383364492064735052e-08,-7.122253710905565026e-16,-6.144148450100497116e-09,2.611243055977038270e-09,-2.288338174181804861e-09,1.238293916996902481e-07
-1.517364611602365665e-05,4.495085248416916624e-06,9.162049315073847686e-06,-3.944627267649354322e-06,-1.552750382893385912e-07,4.508476687424314314e-06,-7.035866233361681014e-08,8.728789329472916189e-06,1.700641395449314151e-08,7.771072453927294815e-10,3.129178862116123155e-07,4.481063204109582691e-08,-5.520133238707769896e-07,-2.911591321982234502e-15,-7.655109830393829518e-07,4.212915412451476543e-08,-1.646717024533956185e-08,2.611590497800860180e-06
-2.414939748635886463e-08,5.531270581361041084e-09,1.459998327691765207e-08,-3.990450216808846959e-09,2.637626744522704292e-08,5.547738254178236899e-09,-2.934141139914023441e-10,1.700641395453178739e-08,2.897827826179677675e-09,-3.225875705711355915e-10,-3.111974498076256971e-08,1.496590263980074332e-08,3.292507716742314918e-10,-3.572539358262935765e-15,1.207729230029364920e-08,-8.150139177189862535e-09,-9.265565635314975261e-10,8.413907766461215404e-10
2.373198891646262147e-09,-1.228760843565143915e-09,-1.958786977684184423e-09,1.086269612904916380e-09,-3.624781303312698262e-09,-1.232419172693795756e-09,-6.780379179045689406e-11,7.771072453861142080e-10,-3.225875705711375561e-10,7.897221265977522655e-09,5.658189610225413334e-09,-2.710394835638236757e-09,6.505905034933412823e-10,-6.011082317546579056e-17,-2.832126023652846411e-09,1.209582889509804627e-09,6.056052602719070825e-11,-3.014605516234678084e-09
-3.030400581459335929e-06,1.099616114959900333e-06,2.173042582089366507e-06,-1.014470679112439844e-06,-1.268578032447385812e-06,1.102892682624412346e-06,1.674152050451719988e-08,3.129178862089061511e-07,-3.111974498077546711e-08,5.658189610227410975e-09,1.905429017810734320e-06,-9.063971210906631795e-07,-3.592497558531052227e-07,-3.402494914689934452e-14,-9.199390079230029240e-07,4.124674908195117756e-07,-4.073402666718377971e-10,2.265394834217742998e-06
1.119851726042738609e-06,-4.283870630650347927e-07,-8.322711509073650030e-07,3.994774280778359901e-07,5.240578005709298616e-07,-4.296636237452979483e-07,-9.606553678661107196e-09,4.481063204242396796e-08,1.496590263980543509e-08,-2.710394835638920422e-09,-9.063971210905538064e-07,4.894301464830897925e-07,1.598254403388124094e-07,1.654626977286092142e-14,3.158927556433322104e-07,-1.806359268886840718e-07,-1.963223163533341209e-10,-1.027889268882649802e-06
3.537167716448305722e-06,-1.137399468783045415e-06,-2.510635071329238743e-06,1.034507907281318907e-06,1.766902875258227125e-07,-1.140788400436936446e-06,-1.383364492065608224e-08,-5.520133238699691319e-07,3.292507716857940292e-10,6.505905034914647197e-10,-3.592497558536274715e-07,1.598254403390958213e-07,3.520860963049188887e-07,3.297446019151031261e-14,2.443095567233702391e-07,-6.650747031552084372e-08,1.089154487437712070e-08,-2.426538386407513576e-06
2.516838086312936664e-13,-8.917038059000862967e-14,-1.911590208810505884e-13,7.976245580650415063e-14,4.592268168967564394e-15,-8.943655979388191311e-14,-7.122253710911940994e-16,-2.911591321895291775e-15,-3.572539358262043563e-15,-6.011082317560766226e-17,-3.402494914693260921e-14,1.654626977288026429e-14,3.297446019150453184e-14,9.240104465954426871e+01,2.503281730767858201e-14,-3.631068223703834063e-15,4.403326157944581501e-15,-2.210108437094725340e-13
2.786092764776467377e-06,-9.326830323049949102e-07,-1.919402327070340441e-06,8.487918927450444099e-07,5.576591958660962412e-07,-9.354620695449583679e-07,-6.144148450104824098e-09,-7.655109830379879944e-07,1.207729230030507422e-08,-2.832126023654728661e-09,-9.199390079233271258e-07,3.158927556435474097e-07,2.443095567231884447e-07,2.503281730767078491e-14,8.527312484591726041e-07,-1.947292971954673993e-07,4.514988670170102670e-09,-1.516279703645705237e-06
-5.240152328634328471e-07,1.954595023520990740e-07,3.749464160762353755e-07,-1.804738939850738149e-07,-4.255968978043203244e-07,1.960418819996871519e-07,2.611243055976431119e-09,4.212915412399125274e-08,-8.150139177192390399e-09,1.209582889510202707e-09,4.124674908195124638e-07,-1.806359268887054859e-07,-6.650747031541701601e-08,-3.631068223697292040e-15,-1.947292971954054071e-07,1.272038264013563806e-07,1.506809353259542107e-09,4.056503010453590538e-07
1.468333116336052004e-07,-2.604344130227553786e-08,-1.070520518600148499e-07,1.840795714640870656e-08,-6.926715593923644633e-09,-2.612103004522237345e-08,-2.288338174182276768e-09,-1.646717024532382557e-08,-9.265565635310289283e-10,6.056052602711599058e-11,-4.073402666981061582e-10,-1.963223163401064172e-10,1.089154487438214665e-08,4.403326157945128970e-15,4.514988670182114987e-09,1.506809353254178874e-09,4.164145531443831020e-09,-1.067536175392647215e-07
-2.376714230715410928e-05,7.353535579376982580e-06,1.715869608642570703e-05,-6.668585658768950326e-06,-1.036011566119131095e-06,7.375446385607438409e-06,1.238293916997495404e-07,2.611590497795256210e-06,8.413907765669926158e-10,-3.014605516221911379e-09,2.265394834221276396e-06,-1.027889268884565791e-06,-2.426538386407493248e-06,-2.210108437095085566e-13,-1.516279703646929835e-06,4.056503010460668028e-07,-1.067536175392294903e-07,1.763513640540551508e-05
